Time (min),Link Budget (kbps),Line Of Sight (1/0),Antenna X,Antenna Y,Antenna Z,Satellite X,Satellite Y,Satellite Z,Slant Distance (km)
156.094466,592673.6726252638,0,-4954.943234757353,-1149.6791386603445,2797.5198440120143,-14302.00322,7779.681459,8530.562802,14141.032232793652
157.094466,573131.904153693,0,-4950.278477906723,-1174.4270947952746,2795.4974243171264,-14647.0167,7747.740437,8553.553931,14380.091110538191
158.094466,554499.1711686858,0,-4945.514422013964,-1199.152568933066,2793.431953216791,-14988.78867,7714.084442,8574.651087,14619.700623000033
159.094466,536730.3557076008,0,-4940.651158277151,-1223.855087755244,2791.3234702502164,-15327.38119,7678.791812,8593.928444,14859.727691145647
160.094466,519781.7308254564,0,-4935.6887797934905,-1248.5341783827694,2789.1720157799814,-15662.85482,7641.936383,8611.456201,15100.051363834382
161.094466,503611.14784509136,0,-4930.627381557537,-1273.189368385087,2786.977630991269,-15995.26863,7603.587797,8627.300853,15340.561728247469
162.094466,488178.16078912636,0,-4925.467060459376,-1297.8201857891684,2784.740357891073,-16324.68018,7563.811802,8641.525435,15581.158900131952
163.094466,473444.0977958573,0,-4920.207915282766,-1322.4261590885512,2782.4602393073965,-16651.14556,7522.670522,8654.18975,15821.752139658427
164.094466,459372.094458932,0,-4914.850046703252,-1347.00681725236,2780.137318888432,-16974.71941,7480.2227,8665.350577,16062.259028651202
165.094466,445927.0964033282,0,-4909.393557286236,-1371.561689734327,2777.771641101725,-17295.45494,7436.523929,8675.061862,16302.604724178591
166.094466,433075.83941526525,0,-4903.838551485012,-1396.090306481799,2775.363251233323,-17613.40393,7391.62686,8683.374901,16542.721262313662
167.094466,420786.80852922215,0,-4898.185135638767,-1420.5921979447323,2772.9121953869085,-17928.61682,7345.581397,8690.3385,16782.546989299277
168.094466,409030.1892920365,0,-4892.433417970551,-1445.066895084688,2770.418520482917,-18241.14268,7298.434872,8695.999134,17022.025958166476
169.094466,397777.80637030344,0,-4886.583508585196,-1469.513929383803,2767.882274257638,-18551.02927,7250.232212,8700.401081,17261.10744214219
170.094466,387003.05753258173,0,-4880.635519467214,-1493.932832853764,2765.3035052623018,-18858.32306,7201.016091,8703.586562,17499.745467609784
171.094466,376680.8427756477,0,-4874.589564478657,-1518.3231380447655,2762.6822628621503,-19163.06929,7150.827069,8705.595855,17737.89841392028
172.094466,366787.4927724125,0,-4868.445759356925,-1542.684378054456,2760.0185972354907,-19465.31199,7099.703724,8706.467413,17975.528625893807
173.094466,357300.6972123646,0,-4862.204221712564,-1567.0160865368778,2757.312559372737,-19765.09399,7047.68277,8706.237971,18212.60204879162
174.094466,348199.4313644358,0,-4855.865071027003,-1591.3177977113946,2754.564201075432,-20062.457,6994.799173,8704.942638,18449.087952298938
175.094466,339463.8866696679,0,-4849.42842865028,-1615.5890463716044,2751.773574955255,-20357.44161,6941.086252,8702.614996,18684.958619518038
176.094466,331075.4023738111,0,-4842.894417798704,-1639.8293678942507,2748.94073443302,-20650.08732,6886.575775,8699.287177,18920.189081897308
177.094466,323016.39841097716,0,-4836.263163552509,-1664.0382982481128,2746.065733737644,-20940.4326,6831.298052,8694.989952,19154.756910393953
178.094466,315270.31221680547,0,-4829.53479285345,-1688.2153740028873,2743.1486279051182,-21228.51492,6775.282017,8689.752797,19388.641995816954
179.094466,307821.5395464198,0,-4822.709434502381,-1712.360132338063,2740.189472777449,-21514.37073,6718.555305,8683.603966,19621.826310346507
180.094466,300655.3746294214,0,-4815.787219156783,-1736.4721110517828,2737.188325001589,-21798.03557,6661.144325,8676.570557,19854.29379641952
181.094466,293757.95720826014,0,-4808.7682793282665,-1760.5508485696814,2734.145242028355,-22079.54404,6603.07433,8668.67857,20086.030153413027
182.094466,287116.22056926345,0,-4801.652749380034,-1784.595883953734,2731.0602821113275,-22358.92984,6544.369476,8659.952967,20317.022697064753
183.094466,280717.8422101939,0,-4794.440765524308,-1808.606756911072,2727.933504305734,-22636.22582,6485.052888,8650.417722,20547.26024424123
184.094466,274551.1984652765,0,-4787.132465819721,-1832.5830078027943,2724.764968467321,-22911.46399,6425.146708,8640.095873,20776.73297146996
185.094466,268605.3214294845,0,-4779.727990168676,-1856.524177652772,2721.554735251206,-23184.67554,6364.67215,8629.009571,21005.432297533545
186.094466,262869.8578866385,0,-4772.22748031467,-1880.4298081564268,2718.302866110717,-23455.89089,6303.649551,8617.180119,21233.350800286782
187.094466,257335.03166987823,0,-4764.631079839573,-1904.299441689512,2715.009423296217,-23725.1397,6242.098412,8604.628017,21460.48210793682
188.094466,251991.60827528202,0,-4756.938934160887,-1928.1326213168663,2711.6744698539114,-23992.45088,6180.037444,8591.373002,21686.820801019698
189.094466,246830.86115406742,0,-4749.151190528959,-1951.928890801165,2708.2980696246423,-24257.85263,6117.484605,8577.434082,21912.362345315458
190.094466,241844.54028394332,0,-4741.267998024163,-1975.687794611652,2704.880287242664,-24521.37247,6054.457143,8562.82957,22137.10302728624
191.094466,237024.84302487108,0,-4733.289507554045,-1999.40887793286,2701.421188134407,-24783.03726,5990.971625,8547.57712,22361.039884094134
192.094466,232364.3877069715,0,-4725.215871850434,-2023.0916866733176,2697.9208385172283,-25042.87317,5927.043974,8531.693757,22584.170597402568
193.094466,227856.18617025405,0,-4717.047245466524,-2046.7357674742427,2694.379305398139,-25300.9058,5862.6895,8515.195903,22806.493525259822
194.094466,223493.62191108568,0,-4708.783784773905,-2070.3406677182197,2690.796656572524,-25557.16009,5797.922928,8498.099406,23028.00755166468
195.094466,219270.42600691225,0,-4700.425647959579,-2093.9059355378613,2687.1729606228446,-25811.66043,5732.758429,8480.419568,23248.7121224262
196.094466,215180.65731008514,0,-4691.972995022925,-2117.4311198244686,2683.508286917325,-26064.43062,5667.209642,8462.171167,23468.607146649014
196.649466,212966.32903923327,0,-4687.241047146438,-2130.470135023736,2681.4567363463025,-26203.98005,5630.669087,8451.803229,23590.29965866978
197.649466,209073.16597991818,0,-4678.64174373849,-2153.932095092485,2677.728481877432,-26454.11348,5564.504504,8432.679764,23808.924736966565
198.649466,205299.58495564983,0,-4669.948341216366,-2177.3528225505297,2673.9594304478896,-26702.5751,5497.988245,8413.023273,24026.7425212821
199.649466,201640.66079995106,0,-4661.161005997424,-2200.731869056095,2670.149654208432,-26949.38681,5431.132259,8392.846851,24243.754304263228
200.649466,198091.71587724768,0,-4652.279906297164,-2224.0687870653023,2666.2992260894084,-27194.57004,5363.948066,8372.163169,24459.96172461123
201.649466,194648.3066889987,0,-4643.305212126021,-2247.3631298407386,2662.4082197993657,-27438.1457,5296.446779,8350.984484,24675.36667857176
202.649466,191306.20923543014,0,-4634.237095286099,-2270.6144514600032,2658.476709823636,-27680.13427,5228.639118,8329.322665,24889.971364665827
203.649466,188061.4072201207,0,-4625.075729367893,-2293.8223068242487,2654.504771422911,-27920.55576,5160.535431,8307.189201,25103.778209692315
204.649466,184910.07996962153,0,-4615.821289746952,-2316.9862516667017,2650.4924806318018,-28159.42974,5092.145708,8284.595222,25316.7898627546
